"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.100","psrf"
"b2.mu",14.2314,14.84695,15.4786,14.8468445433333,0.319972485923321,NA,0.00983940259636326,3.1,1058,0.493197888549608,1.00302413951434
"ndt.mu",0.281014,0.3192785,0.35618,0.3191817972,0.0191166747723521,NA,0.000128334192580049,0.7,22189,0.00294022492358238,1.00036838059165
"alpha.mu",0.407986,0.4466885,0.486347,0.446662195233333,0.019987074568635,NA,0.000162756240520998,0.8,15081,0.0295734650434858,1.00001501479444
"bias.mu",0.486792,0.5247935,0.563901,0.5247662026,0.0197562547671778,NA,0.000156204362249268,0.8,15996,0.0216342512011827,1.00045907881901
"thetaGaze.mu",0.727684,0.7702305,0.810194,0.769566558533333,0.0209986216386044,NA,0.000128719034706555,0.6,26613,-0.00421766294431994,1.00019363034979
"thetaGaze[1]",0.784703,0.847531,0.908511,0.8473714929,0.0316983170621675,NA,0.000380066978689486,1.2,6956,0.0163573398279192,1.00017707375487
"thetaGaze[2]",0.736477,0.780561,0.821129,0.779926950033333,0.0215832566350934,NA,0.000227233033407241,1.1,9022,0.0106692362991916,1.00040160175976
"thetaGaze[3]",0.763503,0.8160605,0.870815,0.8159030242,0.0273238314845896,NA,0.000322173149046829,1.2,7193,0.0208752535398084,1.00061043817972
"thetaGaze[4]",0.743213,0.792736,0.841715,0.792415438766667,0.0252611487045221,NA,0.000275996185914658,1.1,8377,-0.0023377797101155,1.00002239078539
"thetaGaze[5]",0.769656,0.81129,0.854679,0.8112347405,0.0218362748871183,NA,0.00020373429879423,0.9,11488,-0.00483148285740994,1.0003128806967
"thetaGaze[6]",0.756224,0.7976195,0.839967,0.7974108481,0.0214223610421458,NA,0.000212713137032165,1,10143,0.00436952405704842,1.00028976037843
"thetaGaze[7]",0.670942,0.731115,0.786476,0.7302026473,0.0297646386880984,NA,0.000459452694736517,1.5,4197,0.0667001287072467,1.00158633590419
"thetaGaze[8]",0.783877,0.8219145,0.858886,0.8216548971,0.0191984794724577,NA,0.000173995631142343,0.9,12175,0.00143541318624154,1.00009234069022
"thetaGaze[9]",0.742383,0.7890885,0.833935,0.7886154019,0.0233687866489931,NA,0.000217582982537138,0.9,11535,0.00362744978236677,1.00021840083962
"thetaGaze[10]",0.659732,0.7307175,0.795278,0.729659660133333,0.0347823302901301,NA,0.00033531043877506,1,10760,0.0180164908259348,1.00009648626534
"thetaGaze[11]",0.755598,0.797564,0.837843,0.7976045944,0.0210877142893697,NA,0.000205044981546152,1,10577,0.00285888083899507,1.00021965369553
"thetaGaze[12]",0.760763,0.798052,0.835778,0.798009277766667,0.0191044416743211,NA,0.00016902157295057,0.9,12776,0.00418976667514162,1.00030717629482
"thetaGaze[13]",0.709141,0.759528,0.806856,0.758716345833333,0.0249562771936577,NA,0.000337923947612081,1.4,5454,0.0247543183193287,1.00020890070844
"thetaGaze[14]",0.727521,0.778653,0.828205,0.7779509171,0.0257641327780985,NA,0.000312671164974414,1.2,6790,0.0180688068222663,1.00006883682267
"thetaGaze[15]",0.785699,0.829635,0.872015,0.8295352853,0.0219962045386935,NA,0.000220535837149282,1,9948,-0.0131760587281012,1.00004658652517
"thetaGaze[16]",0.767806,0.826133,0.884537,0.825968314533333,0.0297319726430764,NA,0.000362477663913975,1.2,6728,0.0117316887017124,1.00066227508551
"thetaGaze[17]",0.767553,0.8217825,0.876008,0.8219047461,0.0276360143313691,NA,0.00035026126715852,1.3,6225,0.00522401590154996,0.99998480066195
"thetaGaze[18]",0.724024,0.773653,0.824117,0.7731373135,0.0255589734132669,NA,0.000281166113924089,1.1,8263,0.00951825910967976,1.00008572951011
