"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.100","psrf"
"b2.mu",14.8323,15.52265,16.2362,15.52024769,0.357656900816906,NA,0.0126088632026182,3.5,805,0.579657252726574,1.00501481112765
"ndt.mu",0.274527,0.308575,0.339651,0.3084821976,0.0164431400721923,NA,0.000103006174260107,0.6,25483,0.00193742961727845,1.00003587374313
"alpha.mu",0.602642,0.644132,0.686985,0.644098056666667,0.0215027355011246,NA,0.000179843084007359,0.8,14296,0.0288569956921937,1.00054970407113
"bias.mu",0.486163,0.5245755,0.562742,0.524391436366667,0.0193398893493255,NA,0.000151417367423591,0.8,16314,0.0138771217625678,1.00003136194779
"thetaGaze.mu",0.541977,0.591968,0.639289,0.591557895033333,0.0247967397429355,NA,0.000194826248215135,0.8,16199,0.0258440115205568,1.00013717332069
"thetaGaze[1]",0.518381,0.602344,0.689363,0.6020534018,0.0434729119960289,NA,0.000664909177766696,1.5,4275,0.0582920624228526,1.00022062624982
"thetaGaze[2]",0.541444,0.6161135,0.684224,0.6155583137,0.036318327085479,NA,0.000677408393630625,1.9,2874,0.144982624999141,1.00094174795046
"thetaGaze[3]",0.485278,0.553816,0.621856,0.553637566233333,0.0348834734687185,NA,0.000480730143211175,1.4,5265,0.0245471333667744,1.0002070094866
"thetaGaze[4]",0.592875,0.659845,0.72685,0.659394414166667,0.034144077075249,NA,0.000479207418438262,1.4,5077,0.0396708172486267,1.00007260653757
"thetaGaze[5]",0.525804,0.58879,0.653867,0.5885086878,0.032617628604526,NA,0.000405764692726137,1.2,6462,0.0257778493274477,1.00030630134886
"thetaGaze[6]",0.531357,0.6126435,0.683641,0.611603407933333,0.0387772066524659,NA,0.000653077111423149,1.7,3526,0.0990767918829991,1.00064846425318
"thetaGaze[7]",0.502986,0.5818325,0.658766,0.580722729466667,0.0399332243685042,NA,0.000898792932917611,2.3,1974,0.27075043313033,1.00058215929855
"thetaGaze[8]",0.583141,0.6556925,0.721241,0.654732839666667,0.0354624850633002,NA,0.000581228983628628,1.6,3723,0.101932989481073,1.00119594305323
"thetaGaze[9]",0.496963,0.5791745,0.653712,0.5779985909,0.04011317579996,NA,0.000858469348049037,2.1,2183,0.228736509884354,1.00147106861723
"thetaGaze[10]",0.52425,0.602287,0.678511,0.601244094533333,0.0395221724063045,NA,0.000689285823214623,1.7,3288,0.129004486347042,1.00119854272308
"thetaGaze[11]",0.471591,0.540811,0.604467,0.539999382733333,0.0341196963243377,NA,0.000550066487534313,1.6,3848,0.0898220659595025,1.00011402380705
"thetaGaze[12]",0.537331,0.592354,0.648392,0.591979077766667,0.0281912618920808,NA,0.000374527875658113,1.3,5666,0.0380229438788047,1.00009411260127
"thetaGaze[13]",0.502363,0.5821405,0.658466,0.5812397342,0.0399655101537298,NA,0.000971596741597648,2.4,1692,0.331837608783707,1.00060791699932
"thetaGaze[14]",0.505353,0.5786945,0.650029,0.578129302266667,0.0368536127039482,NA,0.000696988045353189,1.9,2796,0.168222007144564,1.00079260764556
"thetaGaze[15]",0.599063,0.653916,0.70945,0.65379506,0.0282065265397174,NA,0.00032758915872048,1.2,7414,-0.00939163570717118,1.00022902838843
"thetaGaze[16]",0.492114,0.587909,0.677496,0.587648202733333,0.0473601092305206,NA,0.000762727866912132,1.6,3856,0.0869018912419697,1.00010407609151
"thetaGaze[17]",0.504398,0.578035,0.651884,0.577905804,0.0375408078623509,NA,0.000564627712108154,1.5,4421,0.0421015835091077,1.00019982199186
"thetaGaze[18]",0.561257,0.6336415,0.702007,0.633295350033333,0.0360022705384967,NA,0.000547953962951396,1.5,4317,0.074119961519159,1.00016411760179
"thetaGaze[19]",0.554962,0.636246,0.71958,0.636510721566667,0.0418378025434148,NA,0.000748064923768371,1.8,3128,0.128130449558828,1.00195448604369
"thetaGaze[20]",0.53572,0.591241,0.647847,0.591428768033333,0.0285897924044349,NA,0.000408446538129412,1.4,4899,0.031499202659316,1.000891014753
"thetaGaze[21]",0.51029,0.589991,0.660906,0.589373205666667,0.0384363252622025,NA,0.000578680403891987,1.5,4412,0.0479251978667418,1.000284922128
"thetaGaze[22]",0.590655,0.653629,0.715888,0.6532985927,0.0321421217955794,NA,0.00039165596939313,1.2,6735,0.0172849606180555,1.00003800859759
"thetaGaze[23]",0.546001,0.601768,0.655999,0.60158173,0.0279345990686115,NA,0.000327661718096055,1.2,7268,3.69761551428344e-05,1.00006335389625
"thetaGaze[24]",0.478729,0.5561735,0.628775,0.554978182,0.0382225801492536,NA,0.000807739521848594,2.1,2239,0.245102617435878,1.00435475818685
"thetaGaze[25]",0.528577,0.598362,0.666292,0.597702197466667,0.0355732955323715,NA,0.000691336715006317,1.9,2648,0.179763245868584,1.00117811431729
"thetaGaze[26]",0.526594,0.5946295,0.658678,0.5936407729,0.0336919706864165,NA,0.000595598313497832,1.8,3200,0.115660294789809,1.00026393499764
"thetaGaze[27]",0.484686,0.577662,0.66491,0.5760723517,0.0461334989456841,NA,0.0010160745055607,2.2,2061,0.259293869059785,1.00244914782584
"thetaGaze[28]",0.469217,0.5503775,0.623893,0.549379444033333,0.0393096641226597,NA,0.000699981228575345,1.8,3154,0.128323552858112,1.00023737770505
"thetaGaze[29]",0.491896,0.5601835,0.626165,0.559462320066667,0.034538191979251,NA,0.000715210816825109,2.1,2332,0.198710032536604,1.00047559013474
"thetaGaze[30]",0.603028,0.666478,0.725712,0.666106882966667,0.0310481512630027,NA,0.000396600175470207,1.3,6129,0.0102455611734447,1.00007333396179
"b2.p[1]",14.374,15.4368,16.4341,15.4200100133333,0.522313433916049,NA,0.0143132706667443,2.7,1332,0.351677348334772,1.00351863648049
"b2.p[2]",14.4976,15.4974,16.5366,15.4871918366667,0.515278197515725,NA,0.0124606695307337,2.4,1710,0.277643517784198,1.00138556555224
"b2.p[3]",14.5578,15.5534,16.5301,15.5588678633333,0.504184886429133,NA,0.0126920317486788,2.5,1578,0.300245067448988,1.0013891996461
"b2.p[4]",14.5659,15.5664,16.5735,15.5758831933333,0.509296096468448,NA,0.0121276781930151,2.4,1764,0.275452854961482,1.00146780499814
"b2.p[5]",14.5969,15.57635,16.5902,15.5876762333333,0.502955589953355,NA,0.01208131802251,2.4,1733,0.28897388464776,1.00129546314406
"b2.p[6]",14.5202,15.496,16.5139,15.4929098933333,0.505175230884544,NA,0.012277098618852,2.4,1693,0.284410013726767,1.00235015596707
"b2.p[7]",14.4608,15.5217,16.5448,15.5166426566667,0.526405482722666,NA,0.0125033228747439,2.4,1773,0.288308446493092,1.00179050946218
"b2.p[8]",14.4288,15.4886,16.4665,15.4809151766667,0.512530193440323,NA,0.0126065374308432,2.5,1653,0.270834228827532,1.00257003831599
"b2.p[9]",14.4182,15.48665,16.4747,15.4782895666667,0.522324650394585,NA,0.0122131846420298,2.3,1829,0.278165611376587,1.0018505379831
"b2.p[10]",14.4588,15.51175,16.5532,15.5121096933333,0.529119052699646,NA,0.0126582911004648,2.4,1747,0.269753494958263,1.00196918014467
"b2.p[11]",14.5797,15.5836,16.5709,15.5946277766667,0.503710228012678,NA,0.0122842389627282,2.4,1681,0.276815072112142,1.0018996849642
"b2.p[12]",14.5782,15.5539,16.5767,15.5606911533333,0.509572257072448,NA,0.0123127281546023,2.4,1713,0.271113865019506,1.00328659497189
"b2.p[13]",14.495,15.5142,16.5759,15.5144471533333,0.530053057119765,NA,0.0124401781615707,2.3,1815,0.27282013413283,1.00266143493131
"b2.p[14]",14.4581,15.4736,16.5186,15.46761183,0.516104844045005,NA,0.0122034473697883,2.4,1789,0.27806287400757,1.00172985249806
"b2.p[15]",14.3017,15.37275,16.3392,15.34857774,0.518706175103364,NA,0.0124992967103779,2.4,1722,0.30621197244785,1.0025041780998
"b2.p[16]",14.6543,15.6097,16.6372,15.6289600133333,0.504809136237186,NA,0.0123431511992062,2.4,1673,0.290720530693534,1.00366668408261
"b2.p[17]",14.4155,15.46615,16.441,15.45301485,0.511915387104089,NA,0.013396887395646,2.6,1460,0.323161226333239,1.00362060749735
"b2.p[18]",14.3835,15.46425,16.41,15.4520956,0.511021852940863,NA,0.0125132580056023,2.4,1668,0.272598123589292,1.0024515656045
"b2.p[19]",14.5535,15.56395,16.6075,15.5668674666667,0.51730894584806,NA,0.0134475778105048,2.6,1480,0.35415941472367,1.00262895030311
"b2.p[20]",14.6034,15.5557,16.5242,15.5641496166667,0.49017439903627,NA,0.012404356370695,2.5,1562,0.324075314236181,1.00456586915816
"b2.p[21]",14.5463,15.5257,16.5556,15.52993372,0.508544669700704,NA,0.0120209202059681,2.4,1790,0.285840332481404,1.00239324813036
"b2.p[22]",14.5405,15.53645,16.5248,15.5403358366667,0.502459411193312,NA,0.0119985550360008,2.4,1754,0.273614359468939,1.00222393721975
"b2.p[23]",14.5133,15.48815,16.491,15.4860435933333,0.500840769269196,NA,0.0122574493942531,2.4,1670,0.295084128331194,1.00343670511346
"b2.p[24]",14.5374,15.5281,16.5834,15.53063609,0.516233058547723,NA,0.012107393676771,2.3,1818,0.270169224956223,1.00266291863179
"b2.p[25]",14.4996,15.5055,16.5834,15.5030883433333,0.523455135357762,NA,0.0127559500769751,2.4,1684,0.277695068894492,1.00191312060595
"b2.p[26]",14.5743,15.5558,16.5778,15.56075247,0.507575234406209,NA,0.0118336891127106,2.3,1840,0.268322299686806,1.0032719263649
"b2.p[27]",14.492,15.5226,16.5866,15.5247767,0.528907589800331,NA,0.0125001483321306,2.4,1790,0.267631893838841,1.00184032951776
"b2.p[28]",14.5556,15.5392,16.5255,15.54334045,0.50178491687132,NA,0.0119744472468936,2.4,1756,0.267639177724123,1.00163779510877
"b2.p[29]",14.4777,15.501,16.5381,15.49786144,0.519112134398143,NA,0.0125705069513517,2.4,1705,0.280204086213216,1.00208448562108
"b2.p[30]",14.6403,15.6083,16.629,15.6240783,0.505917540187818,NA,0.0122174401069831,2.4,1715,0.29335692300529,1.00256498774151
