"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.100","psrf"
"b2.mu",6.29303,6.650815,7.01083,6.650319288,0.185698250464422,NA,0.00500546948552112,2.7,1376,0.401317874798605,1.00396590798439
"ndt.mu",0.290989,0.3267985,0.360903,0.3268053625,0.0177748643366797,NA,0.000117602765850761,0.7,22844,-0.00523360387648084,1.00021226274746
"alpha.mu",0.392105,0.4313065,0.46957,0.4313268116,0.0198658696121133,NA,0.000130374513573414,0.7,23218,0.000340955414997293,0.999970540874233
"bias.mu",0.470281,0.507651,0.545565,0.5075894745,0.019075263833409,NA,0.000133662131153254,0.7,20367,0.0172464436820452,1.00020182155713
"thetaGaze.mu",0.0859299,0.166004,0.236236,0.163887197016667,0.037915619505989,NA,0.000709196099144825,1.9,2858,0.186395727079589,1.00089027172103
"thetaGaze[1]",0.0737891,0.2067105,0.337561,0.206429955586667,0.0673349624179826,NA,0.000544712674130335,0.8,15281,0.00377039367848488,0.999996632750223
"thetaGaze[2]",0.0100008,0.08205515,0.192558,0.0903710099833333,0.0549750191748104,NA,0.000832910671650115,1.5,4356,0.0852719362508706,1.00082379678806
"thetaGaze[3]",0.0229657,0.1454945,0.256474,0.145638336253333,0.0606058470147383,NA,0.000619438812476022,1,9573,0.0260214366861928,0.999989810914825
"thetaGaze[4]",0.0351285,0.174994,0.311843,0.175010682253333,0.0710258538745962,NA,0.000882834151718196,1.2,6473,0.047069154175901,1.00029029445015
"thetaGaze[5]",0.0200744,0.14461,0.257814,0.144694568666667,0.0622818033849208,NA,0.000770671402743138,1.2,6531,0.0349975691967436,1.00002124035038
"thetaGaze[6]",0.0100211,0.1303925,0.245729,0.133238293913333,0.0653611523125544,NA,0.000937520769451909,1.4,4860,0.0700467091025409,1.00056533779665
"thetaGaze[7]",0.0100039,0.0720025,0.1774,0.08084851836,0.0510642582785702,NA,0.000794818147925644,1.6,4128,0.0830473193972063,1.00018068348918
"thetaGaze[8]",0.0100256,0.111022,0.230864,0.116723480033333,0.0638589619116301,NA,0.000991280191720669,1.6,4150,0.0637670975417285,1.00018105897612
