"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.100","psrf"
"b2.mu",10.2055,10.7443,11.346,10.750025567,0.291693612672465,NA,0.00776982224868709,2.7,1409,0.392083316876059,1.0006630322635
"ndt.mu",0.277572,0.3134295,0.34834,0.313435709533333,0.0180332343165675,NA,0.000123972625529418,0.7,21159,0.0101019874369191,1.00029555707564
"alpha.mu",0.582498,0.62505,0.665468,0.624866195933333,0.0210757874991794,NA,0.000160728441616456,0.8,17194,0.0218191804413042,1.00015464562465
"bias.mu",0.47061,0.5094865,0.548581,0.509499493866667,0.019838904910506,NA,0.000130224609997539,0.7,23209,0.00922083960393019,1.00020152329072
"thetaGaze.mu",0.508321,0.563136,0.615159,0.562830120966667,0.0272068330180164,NA,0.000231877935162555,0.9,13767,0.0280717517495264,0.999984098821518
"thetaGaze[1]",0.451812,0.565983,0.675311,0.5656318978,0.0573054036944653,NA,0.000722836259513854,1.3,6285,0.0163175799976505,1.00066999088762
"thetaGaze[2]",0.392889,0.503121,0.608539,0.501232144566667,0.0550701827956821,NA,0.00103733720215459,1.9,2818,0.165514345226875,1.0017346405558
"thetaGaze[3]",0.576354,0.6620545,0.74406,0.6614864498,0.0426264187389772,NA,0.000413596705587373,1,10622,-0.00511922835734809,1.00005927163243
"thetaGaze[4]",0.524134,0.622036,0.715237,0.6213211552,0.0490745736859628,NA,0.000654853223731874,1.3,5616,0.0159235208216253,1.0002018374613
"thetaGaze[5]",0.46472,0.5497935,0.637403,0.549138579666667,0.0442498607256881,NA,0.000520058668371207,1.2,7240,0.0122810183781771,1.00012907306192
"thetaGaze[6]",0.493214,0.5823665,0.666127,0.580980272733333,0.0441802441719273,NA,0.000617732808088106,1.4,5115,0.0435121864429276,1.00023838909378
"thetaGaze[7]",0.483644,0.5829195,0.668475,0.581055701766667,0.0469029811335114,NA,0.000818540554740999,1.7,3283,0.122441053418841,1.00021156460547
"thetaGaze[8]",0.295378,0.4152745,0.530276,0.414457834966667,0.0605095296375485,NA,0.00117395181586547,1.9,2657,0.161748703677702,1.00082145912623
"thetaGaze[9]",0.401991,0.5144325,0.615918,0.5131601861,0.054829451966141,NA,0.000918850650897945,1.7,3561,0.109513873542642,1.0005239129866
"thetaGaze[10]",0.391601,0.5181435,0.638717,0.5166664543,0.0635670993105422,NA,0.000781047851024455,1.2,6624,0.0269728274147802,1.00016189139064
"thetaGaze[11]",0.426595,0.517864,0.609244,0.517178998633333,0.0468953902171854,NA,0.00068356426641541,1.5,4707,0.0512224964427769,1.00009679341023
"thetaGaze[12]",0.455615,0.531454,0.603678,0.530250830166667,0.0379424118849814,NA,0.000499747634497155,1.3,5764,0.0137872692661017,1.00197430988225
"thetaGaze[13]",0.484893,0.582118,0.669439,0.579980810066667,0.0472142630321839,NA,0.000832262059114787,1.8,3218,0.129135640125763,1.00046647530678
"thetaGaze[14]",0.49714,0.590291,0.675629,0.5889532049,0.0457171381330075,NA,0.000657581498145337,1.4,4833,0.0477792059036924,1.00048637794321
"thetaGaze[15]",0.50242,0.5837455,0.662729,0.582923287766667,0.0408314353393757,NA,0.000483810750528036,1.2,7123,0.00959226061818523,1.00008317969261
"thetaGaze[16]",0.521973,0.6503485,0.773678,0.6497913749,0.0643948249127433,NA,0.000924241788491604,1.4,4854,0.0408817111997276,1.00024260381681
"thetaGaze[17]",0.519768,0.614099,0.705724,0.613347871466667,0.0474250131901315,NA,0.000611282088682726,1.3,6019,0.0260020144108886,1.00083214364636
